=== H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\packlist.txt === 
The Masters of Magic Mod
MoM scenario pack
1

=== H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\SURROGATES.txt === 
mom surrogate register

Primary structured source: H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\tools\momjr_csv

Hidden surrogate-backed tile improvements retained only for compatibility:
- TILEIMP_ADVANCED_UNDERSEA_MINES: Stock deep-ocean production surrogate retained for compatibility only; hidden because MoMJR has no direct tile-improvement counterpart for this CTP2 lane.
- TILEIMP_AIR_BASES: Stock air-logistics tile improvement retained for compatibility only; hidden because MoMJR does not define an airbase tile-improvement lane.
- TILEIMP_AUTOMATED_FISHERIES: Stock ocean-food surrogate retained for compatibility only; hidden because MoMJR does not define this fisheries upgrade lane.
- TILEIMP_DRILLING_PLATFORM: Stock offshore-oil surrogate retained for compatibility only; hidden because MoMJR has no drilling-platform tile-improvement analogue.
- TILEIMP_FISHERIES: Stock fisheries surrogate retained for compatibility only; hidden because MoMJR does not define this tile-improvement lane.
- TILEIMP_LISTENING_POSTS: Stock detector tile improvement retained for compatibility only; hidden because MoMJR does not define this listening-post lane.
- TILEIMP_MAGLEV: Stock transport upgrade retained only as a hidden residue; MoMJR uses the remapped Enchanted Road lane instead.
- TILEIMP_MEGA_MINES: Stock late-industrial mining surrogate retained for compatibility only; hidden because MoMJR does not define this CTP2 mega-mine lane.
- TILEIMP_MEGA_UNDERSEA_MINES: Stock deep-ocean production surrogate retained for compatibility only; hidden because MoMJR has no mega undersea-mine tile-improvement analogue.
- TILEIMP_PORT: Stock ocean-port surrogate retained for compatibility only; hidden because MoMJR's Port is sourced from a city improvement rather than a tile-improvement lane.
- TILEIMP_RADAR_STATIONS: Stock detector tile improvement retained for compatibility only; hidden because MoMJR does not define this radar-station lane.
- TILEIMP_SONAR_BUOYS: Stock ocean-detector surrogate retained for compatibility only; hidden because MoMJR does not define this sonar-buoy lane.
- TILEIMP_UNDERSEA_MINES: Stock undersea-mine surrogate retained for compatibility only; hidden because MoMJR has no direct tile-improvement counterpart for this CTP2 lane.

Visible remaps:
- TILEIMP_RAILROAD: remapped to Enchanted Road and ADVANCE_GREATER_ENCHANTMENTS.

Dynamic logic donor references live under:
- H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\tools\slic_translation_artifacts

=== H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\temp_descriptions.txt === 
DESCRIPTION_UNIT_CARAVAN	"junkstring_DESCRIPTION_UNIT_CARAVAN"
TUT503_MOVE_YOUR_SETTLER "With the settler <c:0,180,0>selected<e>, move your cursor slightly away from the selected settler. If you see a <c:0,180,0>green<e> line, you can move your Settler there. <c:180,0,0>LEFT<e>-click on the destination."

TITLE_CANT_MOVE_MORE "Ending the Turn"
TUT503A_CANT_MOVE_MORE "Moving the settler exhausts his movement points. You won't be able to move him further or build a city on this turn.  Hit the <c:180,0,0>'N'<e> key or click the <c:180,0,0>'END'<e> button, located on the lower right corner of the screen, to end the turn."

TITLE_ON_RIVER "On a River..."
TUT503B_ON_RIVER "All units can move faster along tiles with rivers than on the same tiles without rivers. The settler can move 2 river tiles in one turn, whereas he can only move 1 non-river tile per turn. Rivers are usually the best places to build a city."

TUT503C_RIVER_2 "You don't have to move the settler further if you want to build a city where he is now.  End the turn by hitting the <c:180,0,0>'N'<e> key, and build a city at the beginning of the next turn."

TITLE_HOW_TO_BUILD_CITY "How to Build a City"
TUT504_HOW_TO_BUILD_CITY "With the settler <c:0,180,0>selected<e>, hit the <c:0,180,0>'B'<e> key for 'Build City', or click the shovel icon located on the Units tab below." 
				
TITLE_GOAL_1_ACCOMPLISHED "Goal 1 Accomplished! City Built"
TUT505_GOAL_1_ACCOMPLISHED "The settler has disappeared, and is now living in your first City, [city.1.name]. The city can be ordered to build new units for exploration, and new settlers to build more cities."

TITLE_GOAL_2 "Goal 2: Build a Unit"
TUT506_GOAL_2 "When the city is selected, it will have a <c:180,0,0>red<e> box around it. With the city selected, click on the <c:0,180,0>'PRODUCTION'<e> tab below, then click on the <c:0,180,0>'BUILD'<e> button. Scroll down to the <c:180,0,0>Warrior<e>, and select it by clicking the word.  Click <c:0,180,0>'BUILD'<e> again."

TITLE_TURNS_TO_COMPLETE "Turns to Completion"
TUT507_TURNS_TO_COMPLETE "On the Production tab, below the picture of the Warrior, you can see how many turns it will take to complete. Hit <c:180,0,0>'N'<e> to end the turn. Keep hitting <c:180,0,0>'N'<e> until it is built."

TITLE_KEEP_HITTING_N "Keep Hitting 'N'!"
TUT507A_KEEP_HITTING_N " Hit the <c:180,0,0>'N'<e> key to end the turn.  Keep hitting <c:180,0,0>'N'<e> until the item is built. Monitor the city's progress by <c:180,0,0>LEFT<e>-clicking the city, then clicking the Production tab. Look at the colored bar and the number of turns remaining, located below the picture of the item you are building."

TITLE_BUILD_PROGRESS "Building Progress"
TUT508_BUILD_PROGRESS "Keep hitting the <c:180,0,0>'N'<e> key (or clicking the 'END' button, located on the lower right corner of the screen) until the City is done building. Monitor the progress by selecting the city, then clicking the Production tab. Look at the colored bar and the number of turns remaining, located below the picture of the item you are building."

TITLE_GOAL_2_ACCOMPLISHED "Goal 2 Accomplished! Unit Built!"
TUT509_GOAL_2_ACCOMPLISHED "The Warrior is complete. You can use this unit to explore the map."

TITLE_EXPLORE_THE_MAP "Explore the Map"
TUT510_EXPLORE_THE_MAP "Look at the lower right side of your screen. Click on the <c:0,180,0>green<e> man button. When the unit's <c:0,0,180>colored shield<e> is flashing, the unit is selected. Move the cursor away from the unit. When the unit is selected, the line extending from the unit should be <c:0,180,0>green<e>. You can move your unit by <c:180,0,0>LEFT<e>-clicking on the destination." 

TITLE_GOAL_3 "Goal 3: Improve your City"
TUT511_GOAL_3  "Build the Granary Improvement to help your city grow. Select the city by <c:180,0,0>LEFT<e>-clicking it. Click the <c:0,180,0>'BUILD'<e> Button on the <c:0,180,0>'PRODUCTION'<e> tab below. Scroll down the list and click on the word <c:180,0,0>'Granary'<e>. Click the <c:0,180,0>'BUILD'<e> button."

TITLE_CONTINUE_EXPLORING "Continue Exploring"
TUT512_CONTINUE_EXPLORING "It will take a while to build the <c:0,180,0>Granary<e>, so in the meantime, use the Warrior to continue exploring the map. Hit <c:180,0,0>'N'<e> to end the turn. Remember, <c:180,0,0>LEFT<e>-click to select the unit and <c:180,0,0>LEFT<e>-click to move it." 

TUT512A_CONTINUE_EXPLORING "It will take a while to build the <c:0,180,0>Settler<e>, so in the meantime, use the Warrior to continue exploring the map. Hit <c:180,0,0>'N'<e> to end the turn. Remember, <c:180,0,0>LEFT<e>-click to select the unit and <c:180,0,0>LEFT<e>-click to move it."

TITLE_CANT_GO_ON "Can't Continue Yet"
TUT513_CANT_GO_ON "The 'Next Message' button won't work until you accomplish the instruction below."

TITLE_INTERIM "As the City Builds..."
TUT513A_INTERIM_SCIENCE "Researching science is a critical part of the game.  You need to advance your sciences to be able to build new units, improvements and wonders.  You may get a message which lets you know that you have discovered an advance."

TUT513B_INTERIM_TURNS "After hitting <c:180,0,0>'N'<e>, you will see the year box change colors.  The different colors correspond to each of the other civilizations as they take their turns moving units and building items in their cities."

TUT513C_INTERIM_X "You can minimize a message by clicking the <c:180,0,0>--<e> in the upper right corner of the message.  To reopen the message, click the <c:0,80,180>?<e> on the left side of the screen."

TUT513D_INTERIM_Y "When your city builds a settler, you will see the population (the number located below the city's name) decrease by one. One of the city's workers becomes the settler."

TUT513E_INTERIM_Z "Each unit has a <c:0,0,180>colored shield<e> that tells you what civilization it belongs to. Your units have blue shields.  Cities have their name and population in the color of the civilization they belong to."

TUT513F_CHECK_PROGRESS "Select the city by <c:180,0,0>LEFT<e>-clicking it.  Click the <c:0,180,0>'PRODUCTION<e> tab, and look at the colored bar below the picture of the item the city is building.  The number of turns appears to the right of the colored progress bar."

TITLE_GOAL_3_ACCOMPLISHED "Goal 3 Accomplished! Granary Built"
TUT514_GOAL_3_ACCOMPLISHED "The Granary will help your City grow by increasing stored food."

TITLE_GOAL_4 "Goal 4: Build a Second City"
TUT515_GOAL_4 "You can make your civilization stronger by building more cities. Select the city. Go to the <c:0,180,0>PRODUCTION<e> tab, then click the <c:0,180,0>'BUILD'<e> button.  Select the <c:180,0,0>Settler<e> unit by clicking on the word. Click <c:0,180,0>'BUILD'<e> to begin building the settler."

TITLE_SETTLER_BUILT "Settler Built"
TUT516_SETTLER_BUILT "Click the <c:0,180,0>green<e> man button until the Settler is selected - the settler's <c:0,0,180>shield<e> is flashing.  If you see a <c:0,180,0>green<e> line coming from the settler, <c:180,0,0>LEFT<e>-click the destination tile to move the Settler out of the city."

TITLE_FIND_G_SPOT "Find a Good Spot for a City" 
TUT518_FIND_G_SPOT "On the map you see different Terrain. Look for grasslands, rivers and forests that are near special resources like Tobacco, Pearls, or Alligators. These offer the best resources to cities."

TITLE_REMEMBER_N "Remember: Hit 'B' to Build"
TUT518A_REMEMBER_N "If your settler can't move any more, hit the <c:180,0,0>'N'<e> key to end your turn. Hit the <c:0,180,0>'B'<e> key when you want the settler to build a city."

TITLE_GOOD_PLACES_TO_SETTLE "Good Places to Build Cities"
TUT518B_GOOD_PLACES_TO_SETTLE "Still looking? Look for rivers, forests, and grasslands. Remember to hit <c:180,0,0>'N'<e> to end the turn. At the beginning of the next turn, select the settler and hit <c:0,180,0>'B'<e> to build a city."

TITLE_BUILD_SECOND_CITY "Goal 4 cont'd: Build a Second City"
TUT519_BUILD_SECOND_CITY "Select the settler and look at the <c:0,180,0>green<e> grid surrounding him. This displays the squares or 'tiles' that will belong to the city. Hit <c:180,0,0>'N'<e> to end the turn if the settler can't move anymore. Hit <c:0,180,0>'B'<e> for 'Build City', or click the shovel icon on the Units tab, at the beginning of the turn."

TITLE_LEVEL_2 "Tutorial Level 2"
TUT519A_LEVEL_2 "Congratulations!  You are now ready to move on to <c:180,0,0>Level 2<e> of the Tutorial."

TITLE_SAVE "Save Your Progress!"
TUT519B_SAVE "If you want to save your game, hit <c:180,0,0>'ESC'<e> to access the Options menu, and click 'Save Game'."

TITLE_GOAL_4_ACCOMPLISHED "Goal 4 Accomplished! Second City Built"
TUT520_GOAL_4_ACCOMPLISHED "You need to protect your city. Select the city, then click the <c:0,180,0>'BUILD'<e> button on the Production tab below and select the <c:180,0,0>Phalanx<e> Unit. Click <c:0,180,0>'BUILD'<e> again." 

TITLE_2_GOAL_1 "Goal 1: Concepts of Management"
TUT521_2_GOAL_1 "You have learned the basics of building units and improvements, moving your units and building cities. You must learn how to rule your empire."

TITLE_RESOURCES "Resources: Food, Production, Gold"
TUT522_RESOURCES "This game is about managing resources.  Food is necessary to increase the size of your cities. Production is necessary to build things. Gold is used for funding science."

TITLE_GET_RESOURCES "How to Get Resources"
TUT523_GET_RESOURCES "You get resources when Workers work on the tiles within your city radius. The city houses one permanent resident, who works the tile under the City, and one Worker, which you can move to a specific tile or order to become a Specialist." 

TITLE_WORK_VIEW "The Work View"
TUT524_WORK_VIEW "<c:180,0,0>LEFT<e>-click the City to select it, then <c:0,180,0>RIGHT<e>-click the city. You can move the Work View by clicking the top edge, and holding the mouse button down as you move the mouse."

TITLE_WORK_VIEW_ICONS "Work View Icons"
TUT524A_WORK_VIEW_ICONS "You should see a Worker near the city, busy working on a tile. Next to the worker, there are three icons. The loaf of bread represents food. The gear represents production. The coin represents gold. The number inside each shows how much the worker is collecting from that tile."

TITLE_MOVING_WORKERS "Moving Workers in the Work View"
TUT525_MOVING_WORKERS "To move a worker, <c:180,0,0>LEFT<e>-click on the worker, then <c:180,0,0>LEFT<e>-click on a different tile. Look at the numbers in the icons to see if that tile is better or worse. Close the Work View by clicking on the 'x' in the upper right corner." 

TITLE_GET_FOOD_PRODUCTION "Get Food and Production"
TUT526_GET_FOOD_PRODUCTION "It is important to get food so that the cities grow and production so they can build."

TITLE_RULING "Ruling your Civilization"
TUT527_RULING "There are two sets of rules in the game: global rules and local rules. Global rules apply to your entire Civilization - every city is affected. Local rules apply to individual cities only."

TITLE_MAINTAIN_HAPPY "Maintain Happiness in your Empire"
TUT528_MAINTAIN_HAPPY "A critical challenge of the game is maintaining your people's productivity while keeping them happy."

TITLE_GLOBAL_RULES "Global Rules"
TUT529_GLOBAL_RULES "The three things that most impact on your people's happiness, are how much they work (Workday),
how much they eat (Rations) and how much they are paid (Wages)." 

TITLE_OPEN_CIV_TAB "Open the Civ Tab"
TUT530_OPEN_CIV_TAB "<c:180,0,0>LEFT<e>-click the city to select it. Click on the <c:180,0,0>'Civ'<e> tab below."

TITLE_THE_CIV_TAB "The Civ Tab: Changing Global Rules"
TUT531_THE_CIV_TAB "This is where you set your global rules. Moving the sliders on the Workday, Wages and Rations bars to changes how many hours your people work, how much they are paid and how much they eat."

TITLE_HAPPINESS_IS "Happiness = Food, Money, Leisure"
TUT532_HAPPINESS_IS "If you work your people too hard, or feed or pay them too little, their happiness will fall. Look at the <c:0,200,0>Happiness Status Bar<e> on the Civ tab to measure your people's happiness."

TITLE_UNHAPPINESS_IS "Unhappiness = Riots and Revolution"
TUT533_UNHAPPINESS_IS "If unhappy, cities may Riot or Revolt. This will hurt your Civilization's growth. Look at the <c:180,0,0>'RIOT'<e> and <c:180,0,0>'REV'<e> boxes on the Civ tab to see the number of cities that are in danger - 0's indicate a happy civilization."

TITLE_RESEARCH_SCIENCE "Science: The Path to Advancement"
TUT534_RESEARCH_SCIENCE "Researching Science is critical to all progress. It is the only way to get new Units, Improvements and Wonders. Science costs gold." 

TITLE_SETTING_SCIENCE "Setting the Science Tax"
TUT535_SETTING_SCIENCE "Look under 'SCIENCE' on the Civ tab.  Click on the '+ and '-' to increase and decrease the Science tax. There is a maximum tax rate, depending on your government. Most of the time, you'll want to have the Science tax at the maximum rate."

TITLE_PUBLIC_WORKS "Public Works"
TUT536_PUBLIC_WORKS "Public Works represents the production set aside to build farms, mines and roads [also known as Tile Improvements]. These increase the resources collected from tiles and help Units move. Acquiring Public Works costs Production."

TITLE_SETTING_PUBLIC_WORKS "Setting Public Works"
TUT537_SETTING_PUBLIC_WORKS "Look at the box on the Civ tab under <c:180,0,0>'PW'<e>. This displays the percentage of your Civilization's Production that goes towards Public Works."

TITLE_2_GOAL_2 "Goal 2: Build a Farm or Road"
TUT538_2_GOAL_2 "Set the PW on the Civ tab to <c:0,180,0>70%<e> using the '+' button. Now <c:0,180,0>70%<e> of your production each turn will go to Public Works. <c:180,0,0>WARNING<e>: Normally you should set your PW to a maximum of <c:180,0,0>30%<e>. Higher than <c:180,0,0>30%<e> makes cities build very slowly."

TITLE_GETTING_PUBLIC_WORKS "Getting PW Takes Time"
TUT539_GETTING_PUBLIC_WORKS "Cycle through turns until you have accumulated <c:0,180,0>200<e> Public Works. You can see how much Public Works you have by looking at the box below the year."

TITLE_DECREASE_PW "Turn Public Works Down"
TUT539A_DECREASE_PW "<c:180,0,0>LEFT<e>-click the city. Click on the Civ tab. Set PW on the Civ tab to <c:180,0,0>20%<e>. Your cities will be able to build quickly again because most of the production is going towards items built in the cities."

TITLE_USING_PW "Use your Public Works"
TUT540_USING_PW "Click the hammer button. Click on the farm or road. <c:180,0,0>Farms must be placed on grassland or plains tiles adjacent to water.<e> Place roads so that they connect to the city. The cursor turns <c:0,180,0>green<e> where you can build the improvement and <c:180,0,0>red<e> where you can't. If the cursor is <c:0,180,0>green<e>, click on the destination tile."

TITLE_GOAL_FARM "2 Turns to Build Farms"
TUT542_GOAL_FARM "Click the hammer button again to close the Tile Improvements. It will take <c:180,0,0>2<e> turns for the farm to be built.  Hit the <c:180,0,0>'N'<e> key to end the turn."

TITLE_GOAL_ROAD "2 Turns to Build Roads"
TUT543_GOAL_ROAD "Click the hammer button again to close the Tile Improvements. It will take <c:180,0,0>2<e> turns for the road to be built.  Hit the <c:180,0,0>'N'<e> key to end the turn."

TITLE_MINE "Building a Mine"
TUT543A_MINE "If you made a mistake, you may want to restart the Tutorial. Sorry!"

TITLE_2_GOAL_2_ACCOMPLISHED_FARM "Goal 2 Accomplished: Farm Built!"
TUT544_2_GOAL_2_ACCOMPLISHED_FARM "<c:180,0,0>LEFT<e>-click on the city, then <c:0,180,0>RIGHT<e>-click it to bring up the Work View. If there is no worker on the farm already, <c:180,0,0>LEFT<e>-click on the worker then <c:180,0,0>LEFT<e>-click on the tile with the farm. Move the Work View by clicking the top edge, and holding the mouse button as you move the mouse." 

TITLE_2_GOAL_2_ACCOMPLISHED_ROAD "Goal 2 Accomplished: Road Built!"
TUT545_2_GOAL_2_ACCOMPLISHED_ROAD "Your road is complete.  You can connect more roads to ones you have already built."

TITLE_OPEN_WORK_VIEW_2 "Put Workers on Farms" # not used anymore
TUT546_OPEN_WORK_VIEW_2 "<c:180,0,0>LEFT<e>-click on the city, then <c:0,180,0>RIGHT<e>-click it to bring up the Work View. If there is no worker on the farm already, <c:180,0,0>LEFT<e>-click on the worker then <c:180,0,0>LEFT<e>-click on the tile with the farm. The Work View is draggable."

TITLE_WAIT_FOR_PW "Accumulating PW"
TUT549_WAIT_FOR_PW "You'll have to wait a while to accumulate enough Public Works to build a Tile Improvement. Continue exploring the map.  Hit the <c:180,0,0>'N'<e> key to end the turn.  <c:180,0,0>LEFT<e>-click to select a unit.  <c:180,0,0>LEFT<e>-click to move."

TITLE_DUMBASS "DUMBASS"
TUT550_DUMBASS "<c:180,0,0>DUMBASS<e>"

TITLE_DESELECT "Deselecting Units"
TUT550A_DESELECT "If you have selected a unit and wish to select something else, you must first deselect your unit. Do this by <c:0,180,0>RIGHT<e>-clicking anywhere on the map."

TITLE_LEVEL_3 "Tutorial Level 3"
TUT551_LEVEL_3 "Now that you have learned about broad concepts, you are ready to learn about making contact with other Civilizations. In this level, you will learn about diplomacy and combat."

TITLE_CIV_INTERACTION "Civilization Interactions"
TUT552_CIV_INTERACTION "An important part of the game is interacting with other Civilizations. This may consist of diplomatic relations - such as establishing alliances. It may also consist of warfare."

TITLE_3_GOAL_1 "Goal 1: Find Another Civ"
TUT553_3_GOAL_1 "A foreign <c:180,0,0>Warrior<e> is approaching your city, [city.1.name]. The foreign Warrior has a shield that is <c:220,96,0>not blue<e>. Explore the area around [city.1.name] until you find him. Move one of your units right next to the foreign Warrior. Hit <c:180,0,0>'N'<e> if your unit can't move anymore."

TITLE_MOUNTAIN_WARRIOR "Warrior is on Mountain!"
TUT553A_MOUNTAIN_WARRIOR "The foreign <c:180,0,0>Warrior<e> is on a mountain.  Use a Warrior or Phalanx unit to seek him out. Mounted units cannot cross mountains."

TITLE_BE_PATIENT_3 "Be Patient"
TUT554_BE_PATIENT_3 "It may take a while to find your neighbors. A Mounted Archer makes an excellent scout. However, note that he cannot cross mountains. Don't forget to hit '<c:180,0,0>N<e>' when you can't move the unit anymore."

TITLE_BUILD_UNITS "Build Units in Your Cities"
TUT555_BUILD_UNITS "As you explore, do not forget to continue building Units in your cities. If necessary, review the old messages for instruction by clicking 'Review Tutorial Messages.'"

TITLE_3_GOAL_1_ACCOMPLISHED "Goal 1 Accomplished! Contact Made"
TUT556_3_GOAL_1_ACCOMPLISHED "You have met your first neighbor. For now, be friendly. Don't attack the enemy Warrior by moving onto his tile.  Yet."

#TITLE_DIPLOMACY_MESSAGE_SYS "Diplomacy Message System"
#TUT557_DIPLOMACY_MESSAGE_SYS "Move a unit next to the foreign unit."

TITLE_GREETINGS "Greetings!"
TUT558_GREETINGS "When you first make contact with another Civilization, you will always get a greeting. A small box with a scroll icon will appear on the left-side of the screen." 

TITLE_OPEN_GREETINGS "Open Diplomacy Message"
TUT559_OPEN_GREETINGS "Click on the scroll icon. This will automatically open the diplomacy message. After you open the message, press <c:180,0,0>'ACCEPT'<e> to show that you support a friendly relationship."

TITLE_COVER_YOUR_BACK "Cover Your Back"
TUT560_COVER_YOUR_BACK "Be careful. Although you are now on friendly terms with your neighbor, this could change at any time."

TITLE_NO_STACKED_BATTLE "Single Unit Combat"
TUT560A_NO_STACKED_BATTLE "The Battleview only displays combat for armies.  You may want to attack using an army next time."

TITLE_3_GOAL_2 "Goal 2: Make an Army"
TUT561_3_GOAL_2 "Multiple units in one army are the strongest in battle. A <c:180,0,0>Warrior<e> and an <c:180,0,0>Archer<e> have appeared next to [city.1.name]. Click the <c:0,180,0>eyeball<e> on this message to center on the new units."

TITLE_MAKING_ARMY "Making an Army"
TUT562_MAKING_ARMY "Move the Warrior and Archer units onto the same tile. <c:180,0,0>LEFT<e>-click the unit to select it. <c:180,0,0>LEFT<e>-click to move it. When they are on the same tile, one of them will be on 'top' of the stack, and the <c:0,0,180>shield<e> will have a <c:0,0,180>2<e> on it. " 

TITLE_KEEP_MOVING "Keep Moving"
TUT563_KEEP_MOVING "Keep moving the Warrior and Archer units until they occupy the same tile."

TITLE_LOCK_DISPLAY "Units Tab Army Display"
TUT564_LOCK_DISPLAY "<c:180,0,0>LEFT<e>-click on the <c:180,0,0>2 or more units which you moved to the same tile<e>. Look at the Units tab. Notice that the pictures of each unit appear in the small boxes on the left. One of the unit pictures has a <c:180,0,0>red border<e> around it. This means that only this single unit is selected."

TITLE_LOCK_STACK "Lock Army From Units Tab"
TUT565_LOCK_STACK "If you have <c:0,0,180>2<e> or more units on the same tile, you should see the number of units on the <c:0,0,180>shield<e>. One of the units will appear on 'top' of the others. Select the unit on 'top' then click on the <c:0,180,0>lock<e> button to lock the units into a single army." 

TITLE_STACK_HERALD "Army's Shield"
TUT566_STACK_HERALD "The units are now locked into an army. You can only see the unit that is on 'top' of the army, but all of the units are present on the same tile. You can stack up to 9 units into a single army."

TITLE_MOVE_STACK "Move the Army"
TUT567_MOVE_STACK "<c:180,0,0>LEFT<e>-click on the army. <c:180,0,0>LEFT<e>-click on the destination tile. Hit the <c:180,0,0>'N'<e> key if the units can't move."

TITLE_ATTACK_NEIGHBOUR "Goal 3: Attack your Neighbor"
TUT568_ATTACK_NEIGHBOUR "Attack the enemy Warrior near [city.1.name]. <c:180,0,0>LEFT<e>-click your stack, then <c:180,0,0>LEFT<e>-click on the target unit. Hit the <c:180,0,0>'N'<e> key if the units can't move."

#TITLE_FORTIFICATION "Fortification"
#TUT569_FORTIFICATION "The foreign unit may be surrounded by a small wall. This means that he is Fortified. He has temporarily created a structure for protection. This gives him a defensive bonus and makes him harder to beat."

#TITLE_ATTACK "Attack!"
#TUT570_ATTACK "Attack the unit. <c:180,0,0>LEFT<e>-click your stack, then <c:180,0,0>LEFT<e>-click on the target unit."

TITLE_BATTLE_VIEW "The Battleview"
TUT571_BATTLE_VIEW "The Battleview displays combat. The terrain displayed in the Battleview reflects the actual terrain that you are fighting on. Your attackers appear on the left and the enemy on the right."

TITLE_DEFENSIVE_BONUS "Defensive Bonuses"
TUT572_DEFENSIVE_BONUS "On the top right, defensive bonuses are listed.  If the defender is in a city, is fortified or is on a mountain or hill, he receives a defensive bonus that aids him in combat."

TITLE_MIXED_FORCES "Mixed Forces"
TUT573_MIXED_FORCES "Armies are most effective when they have a combination of good defensive units like Warriors, good attackers like Samurai, and ranged units such as Archers." 

TITLE_CLOSE_BATTLE_VIEW "Close the Battleview"
TUT574_CLOSE_BATTLE_VIEW "Close the Battleview by clicking on the <c:0,180,0>'X'<e>."

TITLE_MAKE_PEACE "Try to Make Peace"
TUT575_MAKE_PEACE "Now that you have tasted battle, try to end the war through the use of diplomacy."

TITLE_OPEN_DIPLOMACY "Opening Diplomacy Screen"
TUT576_OPEN_DIPLOMACY "Click on the <c:180,0,0>Screens<e> panel on the right. Click again on the <c:0,180,0>Diplomacy<e> panel." 

#TITLE_THE_DIPLOMACY_SCREEN "The Diplomacy Screen"
#TUT577_THE_DIPLOMACY_SCREEN "This is the Diplomacy Screen through which you can engage in many forms of diplomatic action."

TITLE_3_GOAL_3 "Goal 3: Peace Treaty" 
TUT578_3_GOAL_3 "<c:180,0,0>Click on the name of the Civilization<e>, then click on the 'Send Emissary' button."

TITLE_UNIT_DESELECTED "Unit is Deselected!"
TUT579_UNIT_DESELECTED "Right-clicking deselects a selected unit or city. A selected unit has a <c:0,180,0>green<e> box around it if it can still move, or a <c:180,0,0>red<e> box if it is done moving for that turn. A selected city will always have a <c:18,0,0>red<e> box."

TITLE_PSEUDO_GREETINGS "Greetings!"
TUT580_PSEUDO_GREETINGS "We extend our greetings to you and wish you happiness!"

TITLE_SEND_EMISSARY "Make a Peace Treaty" 
TUT581_SEND_EMISSARY "Click on the name of the Civilization, then click on the <c:180,0,0>'Send Emissary'<e> button."

TITLE_GREET_EMISSARY "Emissary Summoned"
TUT582_GREET_EMISSARY "The foreign emissary has arrived.  The foreign leader's message appears above the emissary's picture. Click <c:180,0,0>'Next'<e>."

TITLE_MAKE_REQUEST "Make A Request"
TUT583_MAKE_REQUEST "In the Request Screen, you can see your options. Click on the <c:180,0,0>'Suggest a Treaty'<e> button."

TITLE_PEACE_TREATY "Peace Treaty"
TUT584_PEACE_TREATY "There are 3 kinds of treaties. Click on <c:180,0,0>'Peace Treaty'<e>."

TITLE_CEASE_BUTTON "Cease Fire"
TUT584A_CEASE_BUTTON "Click <c:180,0,0>'Send'<e>. Review the message above the 'Send' button."

TITLE_RESPONSE "Response"
TUT585_RESPONSE "The foreign emissary returns, and the enemy leader has rejected the Peace Treaty. Click <c:180,0,0>'No'<e> to end diplomatic negotiations." 

TITLE_3_GOAL_3_ACCOMPLISHED "Goal 3 Accomplished! Diplomacy!"
TUT586_3_GOAL_3_ACCOMPLISHED "Congratulations!  Now you are ready to move on to Tutorial Level 4."

TITLE_LEVEL_4 "Level 4: Trade = Gold"
TUT587_LEVEL_4 "In this level you will learn how to trade goods to increase your gold and hence, science, in your empire."

TITLE_GOODS "Goods"
TUT588_GOODS "Trading goods generates gold. On the map, you can see the goods such as Alligator, Beaver, Pearls, or Poppies." 

TITLE_4_GOAL_1 "Goal 1: Build a Monopoly"
TUT589_4_GOAL_1 "The trade goal of each city is to create a monopoly of one good. The more goods that you have in your monopoly the more gold you will make. The maximum number of goods in a monopoly is 4."

TITLE_LOOK_FOR_CITIES "Look at Cities with Goods"
TUT590_LOOK_FOR_CITIES "Notice that 2 new cities have appeared on your map, [city.1.name] and [city.2.name]. Both have Beavers next to them. Click the <c:0,180,0>eyeball<e> on this message to center on [city.1.name]."

TITLE_MOVE_TO_GOOD_1 "Move [city.1.name] Worker to Good"
TUT591_MOVE_TO_GOOD_1 "<c:180,0,0>LEFT<e>-click [city.1.name] and then <c:0,180,0>RIGHT<e>-click it. Place a worker on the tile with the Beaver by <c:180,0,0>LEFT<e>-clicking on the worker and then <c:180,0,0>LEFT<e>-clicking on the tile with the Beaver."

TITLE_MOVE_TO_GOOD_2 "Move [city.2.name] Worker to Good" 
TUT592_MOVE_TO_GOOD_2 "Move the worker in [city.2.name] onto the tile with the beaver so that both cities will be collecting the <c:180,0,0>same good<e>."

TITLE_CARAVANS "Caravans"
TUT595_CARAVANS "In order to engage in trade, you must have Caravans to carry the goods between cities. When you have discovered the Trade advance, you can build them in your cities. You can't move them the way that other units are moved - they move when a trade route is created." 

TITLE_FREE_CARAVAN "One Free Caravan"
TUT596_FREE_CARAVAN "In the Tutorial, you get one free Caravan. You can't see it on the map because Caravans are not visible.  When you open the Trade screen in the next instruction, you'll see the number of available Caravans displayed in the Trade screen next to the picture of the camel."

TITLE_CREATE_MONOPOLY "Begin a Monopoly"
TUT593_CREATE_MONOPOLY "Since you have more than one Beaver in your empire, you can begin a monopoly in [city.1.name]. Begin by clicking on the <c:180,0,0>'SCREENS'<e> button, then click on the <c:0,180,0>'TRADE'<e> button." 

